Weekly users over time
Date,Weekly users
4/16/21,0
4/17/21,0
4/18/21,0
4/19/21,0
4/20/21,0
4/21/21,0
4/22/21,0
4/23/21,0
4/24/21,0
4/25/21,0
4/26/21,0
4/27/21,0
4/28/21,0
4/29/21,0
4/30/21,0
5/1/21,0
5/2/21,0
5/3/21,0
5/4/21,0
5/5/21,0
5/6/21,0
5/7/21,0
5/8/21,0
5/9/21,0
5/10/21,0
5/11/21,0
5/12/21,0
5/13/21,0
5/14/21,0
5/15/21,0
5/16/21,0
5/17/21,0
5/18/21,0
5/19/21,0
5/20/21,0
5/21/21,0
5/22/21,0
5/23/21,0
5/24/21,0
5/25/21,0
5/26/21,0
5/27/21,0
5/28/21,0
5/29/21,0
5/30/21,0
5/31/21,0
6/1/21,0
6/2/21,0
6/3/21,0
6/4/21,0
6/5/21,0
6/6/21,0
6/7/21,0
6/8/21,0
6/9/21,0
6/10/21,0
6/11/21,0
6/12/21,0
6/13/21,0
6/14/21,0
6/15/21,0
6/16/21,0
6/17/21,0
6/18/21,0
6/19/21,0
6/20/21,0
6/21/21,0
6/22/21,0
6/23/21,0
6/24/21,0
6/25/21,0
6/26/21,0
6/27/21,0
6/28/21,0
6/29/21,0
6/30/21,0
7/1/21,0
7/2/21,0
7/3/21,0
7/4/21,0
7/5/21,0
7/6/21,0
7/7/21,0
7/8/21,0
7/9/21,0
7/10/21,0
7/11/21,0
7/12/21,0
7/13/21,0
7/14/21,0
7/15/21,0
7/16/21,0
7/17/21,0
7/18/21,0
7/19/21,0
7/20/21,0
7/21/21,0
7/22/21,0
7/23/21,0
7/24/21,0
7/25/21,0
7/26/21,0
7/27/21,0
7/28/21,0
7/29/21,0
7/30/21,0
7/31/21,0
8/1/21,0
8/2/21,0
8/3/21,0
8/4/21,0
8/5/21,0
8/6/21,0
8/7/21,0
8/8/21,0
8/9/21,0
8/10/21,0
8/11/21,0
8/12/21,0
8/13/21,0
8/14/21,0
8/15/21,0
8/16/21,0
8/17/21,0
8/18/21,0
8/19/21,0
8/20/21,0
8/21/21,0
8/22/21,0
8/23/21,0
8/24/21,0
8/25/21,0
8/26/21,0
8/27/21,0
8/28/21,0
8/29/21,0
8/30/21,0
8/31/21,0
9/1/21,0
9/2/21,0
9/3/21,0
9/4/21,0
9/5/21,0
9/6/21,0
9/7/21,0
9/8/21,0
9/9/21,0
9/10/21,0
9/11/21,0
9/12/21,0
9/13/21,0
9/14/21,0
9/15/21,0
9/16/21,0
9/17/21,0
9/18/21,0
9/19/21,0
9/20/21,0
9/21/21,0
9/22/21,0
9/23/21,0
9/24/21,0
9/25/21,0
9/26/21,0
9/27/21,0
9/28/21,0
9/29/21,0
9/30/21,0
10/1/21,0
10/2/21,0
10/3/21,0
10/4/21,0
10/5/21,0
10/6/21,0
10/7/21,0
10/8/21,0
10/9/21,0
10/10/21,0
10/11/21,0
10/12/21,0
10/13/21,0
10/14/21,0
10/15/21,0
10/16/21,0
10/17/21,0
10/18/21,0
10/19/21,0
10/20/21,0
10/21/21,0
10/22/21,0
10/23/21,0
10/24/21,0
10/25/21,0
10/26/21,0
10/27/21,0
10/28/21,0
10/29/21,0
10/30/21,0
10/31/21,0
11/1/21,0
11/2/21,0
11/3/21,0
11/4/21,0
11/5/21,0
11/6/21,0
11/7/21,0
11/8/21,0
11/9/21,0
11/10/21,0
11/11/21,0
11/12/21,0
11/13/21,0
11/14/21,0
11/15/21,0
11/16/21,0
11/17/21,0
11/18/21,0
11/19/21,0
11/20/21,0
11/21/21,0
11/22/21,0
11/23/21,0
11/24/21,0
11/25/21,0
11/26/21,0
11/27/21,0
11/28/21,0
11/29/21,0
11/30/21,0
12/1/21,0
12/2/21,0
12/3/21,0
12/4/21,0
12/5/21,0
12/6/21,0
12/7/21,0
12/8/21,0
12/9/21,0
12/10/21,0
12/11/21,0
12/12/21,0
12/13/21,0
12/14/21,0
12/15/21,0
12/16/21,0
12/17/21,0
12/18/21,0
12/19/21,0
12/20/21,0
12/21/21,0
12/22/21,0
12/23/21,0
12/24/21,0
12/25/21,0
12/26/21,0
12/27/21,0
12/28/21,0
12/29/21,0
12/30/21,0
12/31/21,0
1/1/22,0
1/2/22,0
1/3/22,0
1/4/22,0
1/5/22,0
1/6/22,0
1/7/22,0
1/8/22,0
1/9/22,0
1/10/22,0
1/11/22,0
1/12/22,0
1/13/22,0
1/14/22,0
1/15/22,0
1/16/22,0
1/17/22,0
1/18/22,0
1/19/22,0
1/20/22,0
1/21/22,0
1/22/22,0
1/23/22,0
1/24/22,0
1/25/22,0
1/26/22,0
1/27/22,0
1/28/22,0
1/29/22,0
1/30/22,0
1/31/22,0
2/1/22,0
2/2/22,0
2/3/22,0
2/4/22,0
2/5/22,0
2/6/22,0
2/7/22,0
2/8/22,0
2/9/22,0
2/10/22,0
2/11/22,0
2/12/22,0
2/13/22,0
2/14/22,0
2/15/22,0
2/16/22,0
2/17/22,0
2/18/22,0
2/19/22,0
2/20/22,0
2/21/22,0
2/22/22,0
2/23/22,0
2/24/22,0
2/25/22,0
2/26/22,0
2/27/22,0
2/28/22,0
3/1/22,0
3/2/22,0
3/3/22,0
3/4/22,0
3/5/22,0
3/6/22,0
3/7/22,0
3/8/22,0
3/9/22,0
3/10/22,0
3/11/22,0
3/12/22,0
3/13/22,0
3/14/22,0
3/15/22,0
3/16/22,0
3/17/22,0
3/18/22,0
3/19/22,0
3/20/22,0
3/21/22,0
3/22/22,0
3/23/22,0
3/24/22,0
3/25/22,0
3/26/22,0
3/27/22,0
3/28/22,0
3/29/22,0
3/30/22,0
3/31/22,0
4/1/22,0
4/2/22,0
4/3/22,0
4/4/22,0
4/5/22,0
4/6/22,0
4/7/22,0
4/8/22,0
4/9/22,0
4/10/22,0
4/11/22,0
4/12/22,0
4/13/22,0
4/14/22,0
4/15/22,0
4/16/22,0
4/17/22,0
4/18/22,0
4/19/22,0
4/20/22,0
4/21/22,0
4/22/22,0
4/23/22,0
4/24/22,0
4/25/22,0
4/26/22,0
4/27/22,0
4/28/22,0
4/29/22,0
4/30/22,0
5/1/22,0
5/2/22,0
5/3/22,0
5/4/22,0
5/5/22,0
5/6/22,0
5/7/22,0
5/8/22,0
5/9/22,0
5/10/22,0
5/11/22,0
5/12/22,0
5/13/22,0
5/14/22,0
5/15/22,0
5/16/22,0
5/17/22,0
5/18/22,0
5/19/22,0
5/20/22,0
5/21/22,0
5/22/22,0
5/23/22,0
5/24/22,0
5/25/22,0
5/26/22,0
5/27/22,0
5/28/22,0
5/29/22,0
5/30/22,0
5/31/22,0
6/1/22,0
6/2/22,0
6/3/22,0
6/4/22,0
6/5/22,0
6/6/22,0
6/7/22,0
6/8/22,0
6/9/22,0
6/10/22,0
6/11/22,0
6/12/22,0
6/13/22,0
6/14/22,0
6/15/22,0
6/16/22,0
6/17/22,0
6/18/22,0
6/19/22,0
6/20/22,0
6/21/22,0
6/22/22,0
6/23/22,0
6/24/22,0
6/25/22,0
6/26/22,0
6/27/22,0
6/28/22,0
6/29/22,0
6/30/22,0
7/1/22,0
7/2/22,0
7/3/22,0
7/4/22,0
7/5/22,0
7/6/22,0
7/7/22,0
7/8/22,0
7/9/22,0
7/10/22,0
7/11/22,0
7/12/22,0
7/13/22,0
7/14/22,0
7/15/22,0
7/16/22,0
7/17/22,0
7/18/22,0
7/19/22,0
7/20/22,0
7/21/22,0
7/22/22,0
7/23/22,0
7/24/22,0
7/25/22,0
7/26/22,0
7/27/22,0
7/28/22,0
7/29/22,0
7/30/22,0
7/31/22,0
8/1/22,0
8/2/22,0
8/3/22,0
8/4/22,0
8/5/22,0
8/6/22,0
8/7/22,0
8/8/22,0
8/9/22,0
8/10/22,0
8/11/22,0
8/12/22,0
8/13/22,0
8/14/22,0
8/15/22,0
8/16/22,0
8/17/22,0
8/18/22,0
8/19/22,0
8/20/22,0
8/21/22,0
8/22/22,0
8/23/22,0
8/24/22,0
8/25/22,0
8/26/22,0
8/27/22,0
8/28/22,0
8/29/22,0
8/30/22,0
8/31/22,0
9/1/22,0
9/2/22,0
9/3/22,0
9/4/22,0
9/5/22,0
9/6/22,0
9/7/22,0
9/8/22,0
9/9/22,0
9/10/22,0
9/11/22,0
9/12/22,0
9/13/22,0
9/14/22,0
9/15/22,0
9/16/22,0
9/17/22,0
9/18/22,0
9/19/22,0
9/20/22,0
9/21/22,0
9/22/22,0
9/23/22,0
9/24/22,0
9/25/22,0
9/26/22,0
9/27/22,0
9/28/22,0
9/29/22,0
9/30/22,0
10/1/22,0
10/2/22,0
10/3/22,0
10/4/22,0
10/5/22,0
10/6/22,0
10/7/22,0
10/8/22,0
10/9/22,0
10/10/22,0
10/11/22,0
10/12/22,0
10/13/22,0
10/14/22,0
10/15/22,0
10/16/22,0
10/17/22,0
10/18/22,0
10/19/22,0
10/20/22,0
10/21/22,0
10/22/22,0
10/23/22,0
10/24/22,0
10/25/22,0
10/26/22,0
10/27/22,0
10/28/22,0
10/29/22,0
10/30/22,0
10/31/22,0
11/1/22,0
11/2/22,0
11/3/22,0
11/4/22,0
11/5/22,0
11/6/22,0
11/7/22,0
11/8/22,0
11/9/22,0
11/10/22,0
11/11/22,0
11/12/22,0
11/13/22,0
11/14/22,0
11/15/22,0
11/16/22,0
11/17/22,0
11/18/22,0
11/19/22,0
11/20/22,0
11/21/22,0
11/22/22,0
11/23/22,0
11/24/22,0
11/25/22,0
11/26/22,0
11/27/22,0
11/28/22,0
11/29/22,0
11/30/22,0
12/1/22,0
12/2/22,0
12/3/22,0
12/4/22,0
12/5/22,0
12/6/22,0
12/7/22,0
12/8/22,0
12/9/22,0
12/10/22,0
12/11/22,0
12/12/22,0
12/13/22,0
12/14/22,0
12/15/22,0
12/16/22,0
12/17/22,0
12/18/22,0
12/19/22,0
12/20/22,0
12/21/22,0
12/22/22,0
12/23/22,0
12/24/22,0
12/25/22,0
12/26/22,0
12/27/22,0
12/28/22,0
12/29/22,0
12/30/22,0
12/31/22,0
1/1/23,0
1/2/23,0
1/3/23,0
1/4/23,0
1/5/23,0
1/6/23,0
1/7/23,0
1/8/23,0
1/9/23,0
1/10/23,0
1/11/23,0
1/12/23,0
1/13/23,0
1/14/23,0
1/15/23,0
1/16/23,0
1/17/23,0
1/18/23,0
1/19/23,0
1/20/23,0
1/21/23,0
1/22/23,0
1/23/23,0
1/24/23,0
1/25/23,0
1/26/23,0
1/27/23,0
1/28/23,0
1/29/23,0
1/30/23,0
1/31/23,0
2/1/23,0
2/2/23,0
2/3/23,0
2/4/23,0
2/5/23,0
2/6/23,0
2/7/23,0
2/8/23,0
2/9/23,0
2/10/23,0
2/11/23,0
2/12/23,0
2/13/23,0
2/14/23,0
2/15/23,0
2/16/23,0
2/17/23,0
2/18/23,0
2/19/23,0
2/20/23,0
2/21/23,0
2/22/23,0
2/23/23,0
2/24/23,0
2/25/23,0
2/26/23,0
2/27/23,0
2/28/23,0
3/1/23,0
3/2/23,0
3/3/23,0
3/4/23,0
3/5/23,0
3/6/23,0
3/7/23,0
3/8/23,0
3/9/23,0
3/10/23,0
3/11/23,0
3/12/23,0
3/13/23,0
3/14/23,0
3/15/23,0
3/16/23,0
3/17/23,0
3/18/23,0
3/19/23,0
3/20/23,0
3/21/23,0
3/22/23,0
3/23/23,0
3/24/23,0
3/25/23,0
3/26/23,0
3/27/23,0
3/28/23,0
3/29/23,0
3/30/23,0
3/31/23,0
4/1/23,0
4/2/23,0
4/3/23,0
4/4/23,0
4/5/23,0
4/6/23,0
4/7/23,0
4/8/23,0
4/9/23,0
4/10/23,0
4/11/23,0
4/12/23,0
4/13/23,0
4/14/23,0
4/15/23,0
4/16/23,0
4/17/23,0
4/18/23,0
4/19/23,0
4/20/23,0
4/21/23,0
4/22/23,0
4/23/23,0
4/24/23,0
4/25/23,0
4/26/23,0
4/27/23,0
4/28/23,0
4/29/23,0
4/30/23,0
5/1/23,0
5/2/23,0
5/3/23,0
5/4/23,0
5/5/23,0
5/6/23,0
5/7/23,0
5/8/23,0
5/9/23,0
5/10/23,0
5/11/23,0
5/12/23,0
5/13/23,0
5/14/23,0
5/15/23,0
5/16/23,0
5/17/23,0
5/18/23,0
5/19/23,0
5/20/23,0
5/21/23,0
5/22/23,0
5/23/23,0
5/24/23,0
5/25/23,0
5/26/23,0
5/27/23,0
5/28/23,0
5/29/23,0
5/30/23,0
5/31/23,0
6/1/23,0
6/2/23,0
6/3/23,0
6/4/23,0
6/5/23,0
6/6/23,0
6/7/23,0
6/8/23,0
6/9/23,0
6/10/23,0
6/11/23,0
6/12/23,0
6/13/23,0
6/14/23,0
6/15/23,0
6/16/23,0
6/17/23,0
6/18/23,0
6/19/23,0
6/20/23,0
6/21/23,0
6/22/23,0
6/23/23,0
6/24/23,0
6/25/23,0
6/26/23,0
6/27/23,0
6/28/23,0
6/29/23,0
6/30/23,0
7/1/23,0
7/2/23,0
7/3/23,0
7/4/23,0
7/5/23,0
7/6/23,0
7/7/23,0
7/8/23,0
7/9/23,0
7/10/23,0
7/11/23,0
7/12/23,0
7/13/23,0
7/14/23,0
7/15/23,0
7/16/23,0
7/17/23,0
7/18/23,0
7/19/23,0
7/20/23,0
7/21/23,0
7/22/23,0
7/23/23,0
7/24/23,0
7/25/23,0
7/26/23,0
7/27/23,0
7/28/23,0
7/29/23,0
7/30/23,0
7/31/23,0
8/1/23,0
8/2/23,0
8/3/23,0
8/4/23,0
8/5/23,0
8/6/23,0
8/7/23,0
8/8/23,0
8/9/23,0
8/10/23,0
8/11/23,0
8/12/23,0
8/13/23,0
8/14/23,0
8/15/23,0
8/16/23,0
8/17/23,0
8/18/23,0
8/19/23,0
8/20/23,0
8/21/23,0
8/22/23,0
8/23/23,0
8/24/23,0
8/25/23,0
8/26/23,0
8/27/23,0
8/28/23,0
8/29/23,0
8/30/23,0
8/31/23,0
9/1/23,0
9/2/23,0
9/3/23,0
9/4/23,0
9/5/23,0
9/6/23,0
9/7/23,0
9/8/23,0
9/9/23,0
9/10/23,0
9/11/23,0
9/12/23,0
9/13/23,0
9/14/23,0
9/15/23,0
9/16/23,0
9/17/23,0
9/18/23,0
9/19/23,0
9/20/23,0
9/21/23,0
9/22/23,0
9/23/23,0
9/24/23,0
9/25/23,0
9/26/23,0
9/27/23,0
9/28/23,0
9/29/23,0
9/30/23,0
10/1/23,0
10/2/23,0
10/3/23,0
10/4/23,0
10/5/23,0
10/6/23,0
10/7/23,0
10/8/23,0
10/9/23,0
10/10/23,0
10/11/23,0
10/12/23,0
10/13/23,0
10/14/23,0
10/15/23,0
10/16/23,0
10/17/23,0
10/18/23,0
10/19/23,0
10/20/23,0
10/21/23,0
10/22/23,0
10/23/23,0
10/24/23,0
10/25/23,0
10/26/23,0
10/27/23,0
10/28/23,0
10/29/23,0
10/30/23,0
10/31/23,0
11/1/23,0
11/2/23,0
11/3/23,0
11/4/23,0
11/5/23,0
11/6/23,0
11/7/23,0
11/8/23,0
11/9/23,0
11/10/23,0
11/11/23,0
11/12/23,0
11/13/23,0
11/14/23,0
11/15/23,0
11/16/23,0
11/17/23,0
11/18/23,0
11/19/23,0
11/20/23,0
11/21/23,0
11/22/23,0
11/23/23,0
11/24/23,0
11/25/23,0
11/26/23,0
11/27/23,0
11/28/23,0
11/29/23,0
11/30/23,0
12/1/23,0
12/2/23,0
12/3/23,0
12/4/23,0
12/5/23,0
12/6/23,0
12/7/23,0
12/8/23,0
12/9/23,0
12/10/23,0
12/11/23,0
12/12/23,0
12/13/23,0
12/14/23,0
12/15/23,0
12/16/23,0
12/17/23,0
12/18/23,0
12/19/23,0
12/20/23,0
12/21/23,0
12/22/23,0
12/23/23,0
12/24/23,0
12/25/23,0
12/26/23,0
12/27/23,0
12/28/23,0
12/29/23,0
12/30/23,0
12/31/23,0
1/1/24,1
1/2/24,1
1/3/24,1
1/4/24,1
1/5/24,7
1/6/24,17
1/7/24,17
1/8/24,20
1/9/24,21
1/10/24,21
1/11/24,31
1/12/24,32
1/13/24,35
1/14/24,59
1/15/24,67
1/16/24,77
1/17/24,95
1/18/24,116
1/19/24,133
1/20/24,148
1/21/24,153
1/22/24,164
1/23/24,190
1/24/24,201
1/25/24,247
1/26/24,281
1/27/24,346
1/28/24,374
1/29/24,390
1/30/24,417
1/31/24,459
2/1/24,480
2/2/24,517
2/3/24,541
2/4/24,577
2/5/24,596
2/6/24,623
2/7/24,659
2/8/24,693
2/9/24,732
2/10/24,761
2/11/24,804
2/12/24,832
2/13/24,868
2/14/24,897
2/15/24,931
2/16/24,970
2/17/24,1009
2/18/24,1012
2/19/24,1071
2/20/24,1069
2/21/24,1073
2/22/24,1067
2/23/24,1096
2/24/24,1138
2/25/24,1190
2/26/24,1188
2/27/24,1214
2/28/24,1207
2/29/24,1281
3/1/24,1335
3/2/24,1361
3/3/24,1404
3/4/24,1413
3/5/24,1450
3/6/24,1475
3/7/24,1508
3/8/24,1531
3/9/24,1555
3/10/24,1566
3/11/24,1591
3/12/24,1624
3/13/24,1656
3/14/24,1676
3/15/24,1713
3/16/24,1738
3/17/24,1749
3/18/24,1777
3/19/24,1794
3/20/24,1836
3/21/24,1884
3/22/24,1902
3/23/24,1917
3/24/24,1948
3/25/24,1998
3/26/24,2007
3/27/24,2030
3/28/24,2053
3/29/24,2061
3/30/24,2084
3/31/24,2114
4/1/24,2136
4/2/24,2146
4/3/24,2168
4/4/24,2183
4/5/24,2215
4/6/24,2226
4/7/24,2255
4/8/24,2279
4/9/24,2290
4/10/24,2303
4/11/24,2299
4/12/24,2314
4/13/24,2332
4/14/24,2339
4/15/24,2373
4/16/24,2388
4/17/24,2394
4/18/24,2411
4/19/24,2442
4/20/24,2499
4/21/24,2538
4/22/24,2605
4/23/24,2641
4/24/24,2665
4/25/24,2721
4/26/24,2741
4/27/24,2765
4/28/24,2779
4/29/24,2820
4/30/24,2824
5/1/24,2827
5/2/24,2870
5/3/24,2901
5/4/24,2934
5/5/24,2956
5/6/24,2970
5/7/24,2984
5/8/24,3010
5/9/24,3030
5/10/24,3028
5/11/24,3059
5/12/24,3087
5/13/24,3093
5/14/24,3101
5/15/24,3118
5/16/24,3152
5/17/24,3187
5/18/24,3245
5/19/24,3291
5/20/24,3328
5/21/24,3346
5/22/24,3396
5/23/24,3418
5/24/24,3418
5/25/24,3439
5/26/24,3475
5/27/24,3486
5/28/24,3498
5/29/24,3496
5/30/24,3491
5/31/24,3480
6/1/24,3485
6/2/24,3493
6/3/24,3495
6/4/24,3506
6/5/24,3523
6/6/24,3540
6/7/24,3573
6/8/24,3608
6/9/24,3622
6/10/24,3631
6/11/24,3654
6/12/24,3656
6/13/24,3668
6/14/24,3673
6/15/24,3697
6/16/24,3703
6/17/24,3725
6/18/24,3705
6/19/24,3711
6/20/24,3723
6/21/24,3723
6/22/24,3757
6/23/24,3776
6/24/24,3817
6/25/24,3830
6/26/24,3842
6/27/24,3872
6/28/24,3896
6/29/24,3914
6/30/24,3951
7/1/24,3961
7/2/24,3967
7/3/24,3997
7/4/24,4000
7/5/24,4000
7/6/24,3993
7/7/24,3981
7/8/24,4008
7/9/24,4039
7/10/24,4028
7/11/24,4034
7/12/24,4048
7/13/24,4061
7/14/24,4055
7/15/24,4066
7/16/24,4105
7/17/24,4120
7/18/24,4124
7/19/24,4132
7/20/24,4149
7/21/24,4183
7/22/24,4212
7/23/24,4218
7/24/24,4242
7/25/24,4246
7/26/24,4238
7/27/24,4237
7/28/24,4232
7/29/24,4254
7/30/24,4245
7/31/24,4249
8/1/24,4252
8/2/24,4279
8/3/24,4285
8/4/24,4298
8/5/24,4307
8/6/24,4335
8/7/24,4348
8/8/24,4380
8/9/24,4380
8/10/24,4377
8/11/24,4372
8/12/24,4378
8/13/24,4385
8/14/24,4398
8/15/24,4411
8/16/24,4418
8/17/24,4418
8/18/24,4424
8/19/24,4445
8/20/24,4467
8/21/24,4485
8/22/24,4505
8/23/24,4529
8/24/24,4538
8/25/24,4538
8/26/24,4567
8/27/24,4586
8/28/24,4595
8/29/24,4599
8/30/24,4630
8/31/24,4665
9/1/24,4670
9/2/24,4667
9/3/24,4681
9/4/24,4680
9/5/24,4690
9/6/24,4720
9/7/24,4761
9/8/24,4774
9/9/24,4783
9/10/24,4788
9/11/24,4827
9/12/24,4858
9/13/24,4893
9/14/24,4921
9/15/24,4943
9/16/24,4957
9/17/24,4953
9/18/24,4960
9/19/24,4971
9/20/24,4992
9/21/24,5022
9/22/24,5049
9/23/24,5081
9/24/24,5121
9/25/24,5178
9/26/24,5232
9/27/24,5248
9/28/24,5266
9/29/24,5279
9/30/24,5301
10/1/24,5322
10/2/24,5339
10/3/24,5363
10/4/24,5375
10/5/24,5391
10/6/24,5411
10/7/24,5431
10/8/24,5436
10/9/24,5451
10/10/24,5457
10/11/24,5478
10/12/24,5488
10/13/24,5493
10/14/24,5504
10/15/24,5523
10/16/24,5553
10/17/24,5587
10/18/24,5614
10/19/24,5632
10/20/24,5646
10/21/24,5658
10/22/24,5669
10/23/24,5680
10/24/24,5695
10/25/24,5713
10/26/24,5729
10/27/24,5742
10/28/24,5765
10/29/24,5777
10/30/24,5778
10/31/24,5790
11/1/24,5802
11/2/24,5818
11/3/24,5834
11/4/24,5850
11/5/24,5865
11/6/24,5881
11/7/24,5877
11/8/24,5869
11/9/24,5875
11/10/24,5875
11/11/24,5881
11/12/24,5886
11/13/24,5888
11/14/24,5907
11/15/24,5928
11/16/24,5933
11/17/24,5941
11/18/24,5954
11/19/24,5958
11/20/24,5965
11/21/24,5970
11/22/24,5970
11/23/24,5975
11/24/24,5985
11/25/24,5972
11/26/24,5972
11/27/24,5974
11/28/24,5982
11/29/24,5988
11/30/24,6011
12/1/24,6020
12/2/24,6029
12/3/24,6029
12/4/24,6029
12/5/24,6031
12/6/24,6050
12/7/24,6051
12/8/24,6057
12/9/24,6070
12/10/24,6075
12/11/24,6079
12/12/24,6074
12/13/24,6070
12/14/24,6066
12/15/24,6065
12/16/24,6062
12/17/24,6059
12/18/24,6071
12/19/24,6071
12/20/24,6066
12/21/24,6063
12/22/24,6059
12/23/24,6059
12/24/24,6061
12/25/24,6056
12/26/24,6063
12/27/24,6056
12/28/24,6065
12/29/24,6067
12/30/24,6069
12/31/24,6071
1/1/25,6066
1/2/25,6058
1/3/25,6053
1/4/25,6055
1/5/25,6046
1/6/25,6038
1/7/25,6033
1/8/25,6026
1/9/25,6010
1/10/25,6000
1/11/25,5984
1/12/25,5975
